id,term_id,row_type,analysis_lens,stage,query_index,query_sql,query_result_json,result_row_count,interpretation,grounded_in_tar_ids,sufficiency_json,status,confidence,executed_at_utc,executed_by,superseded_by,run_id,llm_usage_json,validation_errors_json,error_message
TAR-00045,BG029,query,measures_overview,framework_floor,1,"SELECT COUNT(*) as total_line_items, COUNT(DISTINCT ""MBLNR"") as distinct_documents, MIN(""BUDAT"") as earliest_date, MAX(""BUDAT"") as latest_date, COUNT(DISTINCT ""BWART"") as distinct_movement_types FROM main_staging.stg_sap__mseg",,0,"Shows total line items, unique documents, date range, and movement type variety to establish baseline metrics",[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00046,BG029,query,by_dimension,framework_floor,2,"SELECT ""BWART"" as movement_type, COUNT(*) as line_item_count, COUNT(DISTINCT ""MBLNR"") as document_count, ROUND(COUNT(*) * 100.0 / SUM(COUNT(*)) OVER (), 2) as pct_of_total FROM main_staging.stg_sap__mseg GROUP BY ""BWART"" ORDER BY line_item_count DESC","[{""movement_type"": ""201"", ""line_item_count"": 27000, ""document_count"": 27000, ""pct_of_total"": 84.47}, {""movement_type"": ""161"", ""line_item_count"": 2160, ""document_count"": 2160, ""pct_of_total"": 6.76}, {""movement_type"": ""101"", ""line_item_count"": 2157, ""document_count"": 2157, ""pct_of_total"": 6.75}, {""movement_type"": ""122"", ""line_item_count"": 648, ""document_count"": 648, ""pct_of_total"": 2.03}]",4,Distribution by movement type to understand which BWART codes represent goods receipts versus other activities,[],,superseded,,2026-04-29T12:36:41,analyst,TAR-00065,TARRUN-20260429123641-BG029,{},,
TAR-00047,BG029,query,ranking,framework_floor,3,"SELECT ""LIFNR"" as vendor, COUNT(*) as line_items, COUNT(DISTINCT ""MBLNR"") as documents FROM main_staging.stg_sap__mseg GROUP BY ""LIFNR"" ORDER BY line_items DESC LIMIT 10","[{""vendor"": """", ""line_items"": 29160, ""documents"": 29160}, {""vendor"": ""0000100001"", ""line_items"": 1968, ""documents"": 1968}, {""vendor"": ""0000100004"", ""line_items"": 255, ""documents"": 255}, {""vendor"": ""0000100003"", ""line_items"": 196, ""documents"": 196}, {""vendor"": ""0000100008"", ""line_items"": 129, ""documents"": 129}, {""vendor"": ""0000100007"", ""line_items"": 84, ""documents"": 84}, {""vendor"": ""0000100005"", ""line_items"": 67, ""documents"": 67}, {""vendor"": ""0000100002"", ""line_items"": 54, ""documents"": 54}, {""vendor"": ""0000100006"", ""line_items"": 52, ""documents"": 52}]",9,Top vendors by line item volume to confirm receipt activity patterns,[],,superseded,,2026-04-29T12:36:41,analyst,TAR-00065,TARRUN-20260429123641-BG029,{},,
TAR-00048,BG029,query,time_trend,framework_floor,4,"SELECT DATE_TRUNC('month', ""BUDAT""::date) as month, COUNT(*) as line_items, COUNT(DISTINCT ""MBLNR"") as documents FROM main_staging.stg_sap__mseg GROUP BY DATE_TRUNC('month', ""BUDAT""::date) ORDER BY month",,0,Monthly aggregation of line items and documents to match the term's grain and show temporal patterns,[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00049,BG029,query,variance,framework_floor,5,"WITH monthly_counts AS (SELECT DATE_TRUNC('month', ""BUDAT""::date) as month, COUNT(*) as line_items FROM main_staging.stg_sap__mseg GROUP BY DATE_TRUNC('month', ""BUDAT""::date)), avg_calc AS (SELECT AVG(line_items) as historical_avg FROM monthly_counts) SELECT m.month, m.line_items as actual, a.historical_avg, ROUND(m.line_items - a.historical_avg, 2) as variance, ROUND((m.line_items - a.historical_avg) * 100.0 / a.historical_avg, 2) as variance_pct FROM monthly_counts m CROSS JOIN avg_calc a ORDER BY m.month",,0,Monthly actuals versus historical average to show variance patterns in receipt volume,[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00050,BG029,query,bucketing,framework_floor,6,"SELECT CASE WHEN ""MENGE"" <= 1 THEN 'Small (1 unit)' WHEN ""MENGE"" <= 10 THEN 'Medium (2-10 units)' WHEN ""MENGE"" <= 100 THEN 'Large (11-100 units)' ELSE 'Bulk (>100 units)' END as quantity_bucket, COUNT(*) as line_items, ROUND(COUNT(*) * 100.0 / SUM(COUNT(*)) OVER (), 2) as pct_of_total FROM main_staging.stg_sap__mseg GROUP BY 1 ORDER BY line_items DESC","[{""quantity_bucket"": ""Small (1 unit)"", ""line_items"": 29808, ""pct_of_total"": 93.25}, {""quantity_bucket"": ""Bulk (>100 units)"", ""line_items"": 1060, ""pct_of_total"": 3.32}, {""quantity_bucket"": ""Large (11-100 units)"", ""line_items"": 1002, ""pct_of_total"": 3.13}, {""quantity_bucket"": ""Medium (2-10 units)"", ""line_items"": 95, ""pct_of_total"": 0.3}]",4,Distribution of line items by quantity size to understand receipt volume patterns,[],,superseded,,2026-04-29T12:36:41,analyst,TAR-00065,TARRUN-20260429123641-BG029,{},,
TAR-00051,BG029,query,part_to_whole,framework_floor,7,"SELECT ""WERKS"" as plant, COUNT(*) as line_items, ROUND(COUNT(*) * 100.0 / SUM(COUNT(*)) OVER (), 2) as pct_of_total FROM main_staging.stg_sap__mseg GROUP BY ""WERKS"" ORDER BY line_items DESC","[{""plant"": ""HT10"", ""line_items"": 16412, ""pct_of_total"": 51.34}, {""plant"": ""HT20"", ""line_items"": 8371, ""pct_of_total"": 26.19}, {""plant"": ""HT40"", ""line_items"": 3736, ""pct_of_total"": 11.69}, {""plant"": ""HT30"", ""line_items"": 3446, ""pct_of_total"": 10.78}]",4,Plant-wise percentage distribution to show geographic concentration of receipt activity,[],,superseded,,2026-04-29T12:36:41,analyst,TAR-00065,TARRUN-20260429123641-BG029,{},,
TAR-00052,BG029,query,time_trend,reflection,8,"SELECT SUBSTRING(""BUDAT"", 1, 7) as year_month, COUNT(*) as line_items, COUNT(DISTINCT ""MBLNR"") as documents FROM main_staging.stg_sap__mseg GROUP BY SUBSTRING(""BUDAT"", 1, 7) ORDER BY year_month",,0,"Monthly aggregation using string operations to avoid date casting issues, essential for validating the term's monthly grain",[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00053,BG029,query,measures_overview,reflection,9,"SELECT COUNT(*) as total_line_items, COUNT(DISTINCT ""MBLNR"") as distinct_documents, MIN(""BUDAT"") as earliest_date, MAX(""BUDAT"") as latest_date, COUNT(DISTINCT ""BWART"") as distinct_movement_types, COUNT(DISTINCT ""LIFNR"") as distinct_vendors FROM main_staging.stg_sap__mseg",,0,Basic overview metrics including date range using MIN/MAX on string dates to establish dataset characteristics,[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00054,BG029,query,by_dimension,reflection,10,"SELECT ""BWART"", COUNT(*) as line_items, COUNT(DISTINCT ""LIFNR"") as vendor_count, MIN(""BUDAT"") as first_receipt, MAX(""BUDAT"") as last_receipt FROM main_staging.stg_sap__mseg WHERE ""BWART"" = '101' GROUP BY ""BWART""",,0,Detailed analysis of BWART '101' (Goods Receipt for PO) to confirm this represents the target goods receipts into warehouse stock,[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00055,BG029,query,measures_overview,sufficiency_loop,11,"SELECT COUNT(*) as total_line_items, COUNT(DISTINCT ""MBLNR"") as distinct_documents, COUNT(DISTINCT ""BWART"") as distinct_movement_types, COUNT(DISTINCT ""LIFNR"") as distinct_vendors, COUNT(DISTINCT ""WERKS"") as distinct_plants FROM main_staging.stg_sap__mseg","[{""total_line_items"": 31965, ""distinct_documents"": 31965, ""distinct_movement_types"": 4, ""distinct_vendors"": 9, ""distinct_plants"": 4}]",1,Basic counts without date operations to establish dataset scale and diversity,[],,superseded,,2026-04-29T12:36:41,analyst,TAR-00065,TARRUN-20260429123641-BG029,{},,
TAR-00056,BG029,query,by_dimension,sufficiency_loop,12,"SELECT ""BWART"", COUNT(*) as line_items, COUNT(DISTINCT ""LIFNR"") as vendor_count, COUNT(DISTINCT ""WERKS"") as plant_count, COUNT(DISTINCT ""MATNR"") as material_count FROM main_staging.stg_sap__mseg WHERE ""BWART"" = '101' GROUP BY ""BWART""","[{""BWART"": ""101"", ""line_items"": 2157, ""vendor_count"": 8, ""plant_count"": 4, ""material_count"": 10}]",1,Analysis of BWART '101' goods receipts to confirm this represents the target scope without date operations,[],,superseded,,2026-04-29T12:36:41,analyst,TAR-00065,TARRUN-20260429123641-BG029,{},,
TAR-00057,BG029,query,measures_overview,sufficiency_loop,13,"SELECT DISTINCT ""BUDAT"" as date_value FROM main_staging.stg_sap__mseg ORDER BY ""BUDAT"" LIMIT 10",,0,Sample date values to understand the actual format of BUDAT field for proper temporal processing,[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00058,BG029,query,measures_overview,sufficiency_loop,14,"SELECT ""BUDAT"", COUNT(*) as occurrences FROM main_staging.stg_sap__mseg GROUP BY ""BUDAT"" ORDER BY ""BUDAT"" LIMIT 20",,0,Examine actual BUDAT values and their format to understand why date operations are failing and how to properly aggregate by month,[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00059,BG029,query,time_trend,sufficiency_loop,15,"SELECT LEFT(""BUDAT"", 6) as year_month, COUNT(*) as goods_receipts FROM main_staging.stg_sap__mseg WHERE ""BWART"" = '101' GROUP BY LEFT(""BUDAT"", 6) ORDER BY year_month",,0,Monthly trend of actual goods receipts (BWART '101') using string-based date handling to validate the term's target scope and monthly grain,[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00060,BG029,query,variance,sufficiency_loop,16,"SELECT LEFT(""BUDAT"", 6) as year_month, ""BWART"", COUNT(*) as line_items FROM main_staging.stg_sap__mseg GROUP BY LEFT(""BUDAT"", 6), ""BWART"" ORDER BY year_month, ""BWART""",,0,Monthly breakdown by movement type to compare goods receipt volume (BWART '101') against other activities and validate filtering requirements,[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00061,BG029,query,measures_overview,sufficiency_loop,17,"SELECT ""BUDAT"", COUNT(*) as count FROM main_staging.stg_sap__mseg GROUP BY ""BUDAT"" ORDER BY count DESC LIMIT 10",,0,Examine BUDAT format by frequency to resolve date parsing issues blocking temporal analysis,[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00062,BG029,query,by_dimension,sufficiency_loop,18,"SELECT ""BWART"", ""WERKS"", COUNT(*) as line_items, SUM(""MENGE"") as total_quantity FROM main_staging.stg_sap__mseg WHERE ""BWART"" IN ('101', '201') GROUP BY ""BWART"", ""WERKS"" ORDER BY ""BWART"", line_items DESC","[{""BWART"": ""101"", ""WERKS"": ""HT10"", ""line_items"": 1082, ""total_quantity"": ""323942.000""}, {""BWART"": ""101"", ""WERKS"": ""HT20"", ""line_items"": 451, ""total_quantity"": ""151847.000""}, {""BWART"": ""101"", ""WERKS"": ""HT30"", ""line_items"": 324, ""total_quantity"": ""92002.000""}, {""BWART"": ""101"", ""WERKS"": ""HT40"", ""line_items"": 300, ""total_quantity"": ""88281.000""}, {""BWART"": ""201"", ""WERKS"": ""HT10"", ""line_items"": 13898, ""total_quantity"": ""13898.000""}, {""BWART"": ""201"", ""WERKS"": ""HT20"", ""line_items"": 7176, ""total_quantity"": ""7176.000""}, {""BWART"": ""201"", ""WERKS"": ""HT40"", ""line_items"": 3115, ""total_quantity"": ""3115.000""}, {""BWART"": ""201"", ""WERKS"": ""HT30"", ""line_items"": 2811, ""total_quantity"": ""2811.000""}]",8,Compare goods receipts (101) vs goods issues (201) by plant to confirm filtering logic,[],,superseded,,2026-04-29T12:36:41,analyst,TAR-00065,TARRUN-20260429123641-BG029,{},,
TAR-00063,BG029,query,time_trend,sufficiency_loop,19,"SELECT CASE WHEN LENGTH(""BUDAT"") = 8 THEN SUBSTRING(""BUDAT"", 1, 4) || '-' || SUBSTRING(""BUDAT"", 5, 2) ELSE 'invalid' END as year_month, COUNT(*) as line_items FROM main_staging.stg_sap__mseg WHERE ""BWART"" = '101' GROUP BY 1 ORDER BY 1",,0,Extract year-month from BUDAT assuming YYYYMMDD format for goods receipts monthly trend,[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00064,BG029,query,measures_overview,sufficiency_loop,20,"SELECT ""BUDAT"", LENGTH(""BUDAT"") as date_length, COUNT(*) as occurrences FROM main_staging.stg_sap__mseg GROUP BY ""BUDAT"", LENGTH(""BUDAT"") ORDER BY occurrences DESC LIMIT 15",,0,Examine BUDAT values and lengths to understand the date format preventing temporal aggregation,[],,error,,2026-04-29T12:36:41,analyst,,TARRUN-20260429123641-BG029,{},,
TAR-00044,BG029,sufficiency,,terminal,21,,,0,,[],"{""lens_consideration"": {""measures_overview"": {""decision"": ""picked"", ""rationale"": ""Key metrics like total count, date range, and movement type distribution are essential for understanding the dataset's basic characteristics."", ""tar_ids"": [""TAR-00045"", ""TAR-00053"", ""TAR-00055"", ""TAR-00057"", ""TAR-00058"", ""TAR-00061"", ""TAR-00064""]}, ""by_dimension"": {""decision"": ""picked"", ""rationale"": ""Movement type (BWART) breakdown is critical to identify goods receipt codes versus other movement types like deployments."", ""tar_ids"": [""TAR-00046"", ""TAR-00054"", ""TAR-00056"", ""TAR-00062""]}, ""ranking"": {""decision"": ""picked"", ""rationale"": ""Top vendors and materials will show receipt volume concentration and validate the goods receipt focus."", ""tar_ids"": [""TAR-00047""]}, ""time_trend"": {""decision"": ""picked"", ""rationale"": ""Monthly aggregation is the term's core grain, so time trends are essential to validate temporal patterns."", ""tar_ids"": [""TAR-00048"", ""TAR-00052"", ""TAR-00059"", ""TAR-00063""]}, ""cumulative"": {""decision"": ""skipped"", ""rationale"": ""Running totals are less relevant for this count-based inflow metric compared to period-over-period trends."", ""tar_ids"": []}, ""variance"": {""decision"": ""picked"", ""rationale"": ""Comparing current activity against historical averages helps validate receipt volume patterns and identify anomalies."", ""tar_ids"": [""TAR-00049"", ""TAR-00060""]}, ""bucketing"": {""decision"": ""picked"", ""rationale"": ""Quantity-based bucketing will reveal receipt size patterns and validate line-item level granularity."", ""tar_ids"": [""TAR-00050""]}, ""part_to_whole"": {""decision"": ""picked"", ""rationale"": ""Plant-wise distribution shows geographic receipt concentration and validates warehouse inflow tracking."", ""tar_ids"": [""TAR-00051""]}}, ""reflection_summary"": ""Turn 1 revealed critical movement type patterns but exposed date parsing issues that prevent temporal analysis. The data shows BWART '101' (Goods Receipt for PO) represents only 6.75% while '201' (Goods Issue for Cost Center) dominates at 84.47%. However, queries failed on date operations, blocking monthly trend analysis which is essential for the term's monthly grain definition."", ""sufficiency_loop_iterations"": 4, ""declared_sufficient"": false, ""sufficiency_rationale"": ""budget_exhausted_stage_3: budget_exhausted_stage_3 - Unable to resolve critical date parsing issues that block temporal analysis. BUDAT column appears malformed preventing monthly aggregation which is core to the term's grain definition. Successfully identified BWART '101' as goods receipts (2,157 line items across 8 vendors and 4 plants) but cannot validate monthly patterns required for S2T confidence."", ""confidence"": ""low"", ""blockers_resolution"": [{""blocker_short_title"": ""BWART movement type filter unclear"", ""blocker_type"": ""scope_concern"", ""status"": ""resolved"", ""evidence"": ""DAR-00534 provided BWART code mappings via movement_type_mapping. Query execution confirmed BWART '101' (Goods Receipt for PO) represents 2,157 line items (6.75% of total) across 8 vendors and 4 plants, confirming these are actual goods receipts into warehouse stock versus BWART '201' (Goods Issue for Cost Center) which dominates at 84.47%."", ""analyst_action_needed"": """"}]}",superseded,low,2026-04-29T12:36:41,analyst,TAR-00065,TARRUN-20260429123641-BG029,"{""input_tokens"": 60601, ""output_tokens"": 5673, ""cache_creation_input_tokens"": 3321, ""cache_read_input_tokens"": 19926}",,
TAR-00066,BG029,query,measures_overview,framework_floor,1,"SELECT COUNT(*) as total_line_items, COUNT(DISTINCT m.""MBLNR"") as distinct_documents, MIN(h.""BUDAT"") as earliest_date, MAX(h.""BUDAT"") as latest_date, COUNT(DISTINCT EXTRACT(YEAR FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')) || '-' || LPAD(EXTRACT(MONTH FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')), 2, '0')) as distinct_months FROM main_staging.stg_sap__mseg m JOIN main_staging.stg_sap__mkpf h ON m.""MBLNR"" = h.""MBLNR"" WHERE m.""BWART"" = '101'",,0,"Shows total goods receipt line items (BWART=101), document count, temporal span, and month coverage to validate term scope",[],,error,,2026-04-29T13:43:42,analyst,,TARRUN-20260429134342-BG029,{},,"CatalogException: Catalog Error: Scalar Function with name to_date does not exist!
Did you mean ""to_days""?

LINE 1: ...(h.""BUDAT"") as latest_date, COUNT(DISTINCT EXTRACT(YEAR FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')) || '-' || LPAD(EXTRACT...
                                                                        ^"
TAR-00067,BG029,query,by_dimension,framework_floor,2,"SELECT m.""WERKS"" as plant, COUNT(*) as receipt_count, COUNT(DISTINCT m.""MBLNR"") as distinct_documents FROM main_staging.stg_sap__mseg m WHERE m.""BWART"" = '101' GROUP BY m.""WERKS"" ORDER BY receipt_count DESC","[{""plant"": ""HT10"", ""receipt_count"": 1082, ""distinct_documents"": 1082}, {""plant"": ""HT20"", ""receipt_count"": 451, ""distinct_documents"": 451}, {""plant"": ""HT30"", ""receipt_count"": 324, ""distinct_documents"": 324}, {""plant"": ""HT40"", ""receipt_count"": 300, ""distinct_documents"": 300}]",4,Distribution of goods receipts by plant to show inbound activity patterns across HT locations,[],,success,,2026-04-29T13:43:42,analyst,,TARRUN-20260429134342-BG029,{},,
TAR-00068,BG029,query,ranking,framework_floor,3,"SELECT m.""LIFNR"" as vendor, COUNT(*) as receipt_count FROM main_staging.stg_sap__mseg m WHERE m.""BWART"" = '101' GROUP BY m.""LIFNR"" ORDER BY receipt_count DESC LIMIT 10","[{""vendor"": ""0000100001"", ""receipt_count"": 1422}, {""vendor"": ""0000100004"", ""receipt_count"": 231}, {""vendor"": ""0000100003"", ""receipt_count"": 155}, {""vendor"": ""0000100008"", ""receipt_count"": 121}, {""vendor"": ""0000100007"", ""receipt_count"": 83}, {""vendor"": ""0000100002"", ""receipt_count"": 50}, {""vendor"": ""0000100005"", ""receipt_count"": 50}, {""vendor"": ""0000100006"", ""receipt_count"": 45}]",8,Top 10 vendors by goods receipt line items to support vendor performance monitoring use case,[],,success,,2026-04-29T13:43:42,analyst,,TARRUN-20260429134342-BG029,{},,
TAR-00069,BG029,query,time_trend,framework_floor,4,"SELECT EXTRACT(YEAR FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')) || '-' || LPAD(EXTRACT(MONTH FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')), 2, '0') as month, COUNT(*) as receipt_count FROM main_staging.stg_sap__mseg m JOIN main_staging.stg_sap__mkpf h ON m.""MBLNR"" = h.""MBLNR"" WHERE m.""BWART"" = '101' GROUP BY EXTRACT(YEAR FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')), EXTRACT(MONTH FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')) ORDER BY month",,0,Monthly goods receipt trend showing the core metric aggregated by calendar month for time series analysis,[],,error,,2026-04-29T13:43:42,analyst,,TARRUN-20260429134342-BG029,{},,"CatalogException: Catalog Error: Scalar Function with name to_date does not exist!
Did you mean ""to_days""?

LINE 1: ...= h.""MBLNR"" WHERE m.""BWART"" = '101' GROUP BY EXTRACT(YEAR FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')), EXTRACT(MONTH FROM TO_DATE...
                                                                          ^"
TAR-00070,BG029,query,cumulative,framework_floor,5,"SELECT month, receipt_count, SUM(receipt_count) OVER (ORDER BY month) as cumulative_receipts FROM (SELECT EXTRACT(YEAR FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')) || '-' || LPAD(EXTRACT(MONTH FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')), 2, '0') as month, COUNT(*) as receipt_count FROM main_staging.stg_sap__mseg m JOIN main_staging.stg_sap__mkpf h ON m.""MBLNR"" = h.""MBLNR"" WHERE m.""BWART"" = '101' GROUP BY EXTRACT(YEAR FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')), EXTRACT(MONTH FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD'))) monthly ORDER BY month",,0,Cumulative goods receipts by month showing running totals for year-to-date tracking,[],,error,,2026-04-29T13:43:42,analyst,,TARRUN-20260429134342-BG029,{},,"CatalogException: Catalog Error: Scalar Function with name to_date does not exist!
Did you mean ""to_days""?

LINE 1: ...= h.""MBLNR"" WHERE m.""BWART"" = '101' GROUP BY EXTRACT(YEAR FROM TO_DATE(h.""BUDAT"", 'YYYY-MM-DD')), EXTRACT(MONTH FROM TO_DATE...
                                                                          ^"
TAR-00071,BG029,query,bucketing,framework_floor,6,"SELECT CASE WHEN m.""MENGE"" = 1 THEN 'Single Unit' WHEN m.""MENGE"" BETWEEN 2 AND 10 THEN 'Small Batch (2-10)' WHEN m.""MENGE"" BETWEEN 11 AND 100 THEN 'Medium Batch (11-100)' ELSE 'Large Batch (100+)' END as quantity_bucket, COUNT(*) as receipt_count FROM main_staging.stg_sap__mseg m WHERE m.""BWART"" = '101' GROUP BY CASE WHEN m.""MENGE"" = 1 THEN 'Single Unit' WHEN m.""MENGE"" BETWEEN 2 AND 10 THEN 'Small Batch (2-10)' WHEN m.""MENGE"" BETWEEN 11 AND 100 THEN 'Medium Batch (11-100)' ELSE 'Large Batch (100+)' END ORDER BY receipt_count DESC","[{""quantity_bucket"": ""Large Batch (100+)"", ""receipt_count"": 1060}, {""quantity_bucket"": ""Medium Batch (11-100)"", ""receipt_count"": 1002}, {""quantity_bucket"": ""Small Batch (2-10)"", ""receipt_count"": 95}]",3,Distribution of goods receipts by quantity buckets to understand typical delivery patterns,[],,success,,2026-04-29T13:43:42,analyst,,TARRUN-20260429134342-BG029,{},,
TAR-00072,BG029,query,part_to_whole,framework_floor,7,"SELECT m.""WERKS"" as plant, COUNT(*) as receipt_count, ROUND(COUNT(*) * 100.0 / SUM(COUNT(*)) OVER (), 2) as pct_of_total FROM main_staging.stg_sap__mseg m WHERE m.""BWART"" = '101' GROUP BY m.""WERKS"" ORDER BY pct_of_total DESC","[{""plant"": ""HT10"", ""receipt_count"": 1082, ""pct_of_total"": 50.16}, {""plant"": ""HT20"", ""receipt_count"": 451, ""pct_of_total"": 20.91}, {""plant"": ""HT30"", ""receipt_count"": 324, ""pct_of_total"": 15.02}, {""plant"": ""HT40"", ""receipt_count"": 300, ""pct_of_total"": 13.91}]",4,Percentage contribution of each plant to total goods receipts showing facility-level concentration,[],,success,,2026-04-29T13:43:42,analyst,,TARRUN-20260429134342-BG029,{},,
TAR-00073,BG029,query,measures_overview,reflection,8,"SELECT COUNT(*) as total_line_items, COUNT(DISTINCT m.""MBLNR"") as distinct_documents, MIN(h.""BUDAT"") as earliest_date, MAX(h.""BUDAT"") as latest_date, COUNT(DISTINCT SUBSTR(h.""BUDAT"", 1, 7)) as distinct_months FROM main_staging.stg_sap__mseg m JOIN main_staging.stg_sap__mkpf h ON m.""MBLNR"" = h.""MBLNR"" WHERE m.""BWART"" = '101'",,0,"Corrected date handling using SUBSTR to extract YYYY-MM format for month counting, establishing dataset scope and temporal coverage",[],,error,,2026-04-29T13:43:42,analyst,,TARRUN-20260429134342-BG029,{},,"BinderException: Binder Error: No function matches the given name and argument types 'substr(DATE, INTEGER_LITERAL, INTEGER_LITERAL)'. You might need to add explicit type casts.
	Candidate functions:
	substr(VARCHAR, BIGINT, BIGINT) -> VARCHAR
	substr(VARCHAR, BIGINT) -> VARCHAR


LINE 1: ... earliest_date, MAX(h.""BUDAT"") as latest_date, COUNT(DISTINCT SUBSTR(h.""BUDAT"", 1, 7)) as distinct_months FROM main_staging...
                                                                         ^"
TAR-00074,BG029,query,time_trend,reflection,9,"SELECT SUBSTR(h.""BUDAT"", 1, 7) as month, COUNT(*) as receipt_count FROM main_staging.stg_sap__mseg m JOIN main_staging.stg_sap__mkpf h ON m.""MBLNR"" = h.""MBLNR"" WHERE m.""BWART"" = '101' GROUP BY SUBSTR(h.""BUDAT"", 1, 7) ORDER BY month",,0,"Monthly goods receipt trend showing core metric aggregated by calendar month, essential for validating the term's monthly grain",[],,error,,2026-04-29T13:43:42,analyst,,TARRUN-20260429134342-BG029,{},,"BinderException: Binder Error: No function matches the given name and argument types 'substr(DATE, INTEGER_LITERAL, INTEGER_LITERAL)'. You might need to add explicit type casts.
	Candidate functions:
	substr(VARCHAR, BIGINT, BIGINT) -> VARCHAR
	substr(VARCHAR, BIGINT) -> VARCHAR


LINE 1: ... h ON m.""MBLNR"" = h.""MBLNR"" WHERE m.""BWART"" = '101' GROUP BY SUBSTR(h.""BUDAT"", 1, 7) ORDER BY month
                                                                        ^"
TAR-00075,BG029,query,cumulative,reflection,10,"SELECT month, receipt_count, SUM(receipt_count) OVER (ORDER BY month) as cumulative_receipts FROM (SELECT SUBSTR(h.""BUDAT"", 1, 7) as month, COUNT(*) as receipt_count FROM main_staging.stg_sap__mseg m JOIN main_staging.stg_sap__mkpf h ON m.""MBLNR"" = h.""MBLNR"" WHERE m.""BWART"" = '101' GROUP BY SUBSTR(h.""BUDAT"", 1, 7)) monthly ORDER BY month",,0,Cumulative goods receipts by month showing running totals for year-to-date tracking and trend analysis,[],,error,,2026-04-29T13:43:42,analyst,,TARRUN-20260429134342-BG029,{},,"BinderException: Binder Error: No function matches the given name and argument types 'substr(DATE, INTEGER_LITERAL, INTEGER_LITERAL)'. You might need to add explicit type casts.
	Candidate functions:
	substr(VARCHAR, BIGINT, BIGINT) -> VARCHAR
	substr(VARCHAR, BIGINT) -> VARCHAR


LINE 1: ... h ON m.""MBLNR"" = h.""MBLNR"" WHERE m.""BWART"" = '101' GROUP BY SUBSTR(h.""BUDAT"", 1, 7)) monthly ORDER BY month
                                                                        ^"
TAR-00076,BG029,query,measures_overview,sufficiency_loop,11,"SELECT COUNT(*) as total_line_items, COUNT(DISTINCT m.""MBLNR"") as distinct_documents, MIN(h.""BUDAT"") as earliest_date, MAX(h.""BUDAT"") as latest_date, COUNT(DISTINCT DATE_TRUNC('month', h.""BUDAT"")) as distinct_months FROM main_staging.stg_sap__mseg m JOIN main_staging.stg_sap__mkpf h ON m.""MBLNR"" = h.""MBLNR"" WHERE m.""BWART"" = '101'","[{""total_line_items"": 2157, ""distinct_documents"": 2157, ""earliest_date"": ""2024-02-04"", ""latest_date"": ""2026-03-31"", ""distinct_months"": 26}]",1,Core dataset metrics with proper date handling to establish temporal coverage for monthly aggregation validation,[],,success,,2026-04-29T13:43:42,analyst,,TARRUN-20260429134342-BG029,{},,
