id,analysis_type,executed_at_utc,result_json,promoted,promoted_at_utc,promoted_to_target_id,run_id,query_sql,row_count,error_message,status,superseded_by,executed_by,schema_version,source_tables,domain_name,last_source_ingestion_at
DAR-00516,join_cardinality,2026-04-25T13:14:04.720860,"{""t1"":""mkpf"",""t2"":""seri"",""kind"":""bridge"",""bridge_via"":""ser03"",""key_columns_t1"":[""MBLNR""],""key_columns_t2"":[""OBKNR""],""source"":[""schema_discovery_fk"",""semantic_model_role"",""shared_name""],""referential_integrity_pct"":null,""sample_size"":500,""sample_saturated"":false,""matched_keys"":0,""matched_keys_ratio"":0.0,""avg_fanout"":0.0,""max_fanout"":0,""stddev_fanout"":0.0,""fanout_class"":""no_signal"",""source_row_counts"":{""mkpf"":31965,""seri"":45000},""rationale"":""Bridge mkpf->ser03->seri on MBLNR matched 0/500 sampled keys; insufficient signal \u2014 bridge is structural only."",""schema_version"":""813e74c818e4"",""blockers_addressed"":[],""bridge_keys_left"":[""MBLNR""],""bridge_keys_right"":[""OBKNR""]}",false,,,join_cardinality_20260425T131402Z,-- join_cardinality bridge on mkpf/seri via MBLNR through ser03,500,,success,,run_join_cardinality_analysis.py,813e74c818e4,"mkpf,seri",cardinality,
DAR-00517,join_cardinality,2026-04-25T13:14:04.811824,"{""t1"":""mkpf"",""t2"":""seri"",""kind"":""bridge"",""bridge_via"":""ser03"",""key_columns_t1"":[""MBLNR""],""key_columns_t2"":[""MATNR""],""source"":[""schema_discovery_fk"",""semantic_model_role"",""shared_name""],""referential_integrity_pct"":null,""sample_size"":500,""sample_saturated"":false,""matched_keys"":35,""matched_keys_ratio"":0.07,""avg_fanout"":628.46,""max_fanout"":22537,""stddev_fanout"":3191.03,""fanout_class"":""no_signal"",""source_row_counts"":{""mkpf"":31965,""seri"":45000},""rationale"":""Bridge mkpf->ser03->seri on MBLNR matched 35/500 sampled keys; insufficient signal \u2014 bridge is structural only."",""schema_version"":""813e74c818e4"",""blockers_addressed"":[],""bridge_keys_left"":[""MBLNR""],""bridge_keys_right"":[""MATNR""]}",false,,,join_cardinality_20260425T131402Z,-- join_cardinality bridge on mkpf/seri via MBLNR through ser03,500,,success,,run_join_cardinality_analysis.py,813e74c818e4,"mkpf,seri",cardinality,
DAR-00518,join_cardinality,2026-04-25T13:14:04.977794,"{""t1"":""mkpf"",""t2"":""seri"",""kind"":""bridge"",""bridge_via"":""ser03"",""key_columns_t1"":[""MBLNR""],""key_columns_t2"":[""ZEILE""],""source"":[""schema_discovery_fk"",""semantic_model_role"",""shared_name""],""referential_integrity_pct"":null,""sample_size"":500,""sample_saturated"":false,""matched_keys"":35,""matched_keys_ratio"":0.07,""avg_fanout"":3150.0,""max_fanout"":45000,""stddev_fanout"":11481.62,""fanout_class"":""no_signal"",""source_row_counts"":{""mkpf"":31965,""seri"":45000},""rationale"":""Bridge mkpf->ser03->seri on MBLNR matched 35/500 sampled keys; insufficient signal \u2014 bridge is structural only."",""schema_version"":""813e74c818e4"",""blockers_addressed"":[],""bridge_keys_left"":[""MBLNR""],""bridge_keys_right"":[""ZEILE""]}",false,,,join_cardinality_20260425T131402Z,-- join_cardinality bridge on mkpf/seri via MBLNR through ser03,500,,success,,run_join_cardinality_analysis.py,813e74c818e4,"mkpf,seri",cardinality,
DAR-00519,join_cardinality,2026-04-25T21:04:52.942093,"{""t1"":""ekko"",""t2"":""ekpo"",""kind"":""direct"",""bridge_via"":null,""key_columns_t1"":[""BANFN""],""key_columns_t2"":[""BANFN""],""source"":[""shared_name"",""schema_discovery_fk"",""semantic_model_role""],""referential_integrity_pct"":100.0,""sample_size"":500,""sample_saturated"":false,""matched_keys"":500,""matched_keys_ratio"":1.0,""avg_fanout"":1.0,""max_fanout"":1,""stddev_fanout"":0.0,""fanout_class"":""per_record_key"",""source_row_counts"":{""ekko"":2200,""ekpo"":2200},""rationale"":""BANFN avg 1.00x, stddev 0.00; safe per-record join."",""schema_version"":""e6f4cc3c3fa0"",""blockers_addressed"":[]}",false,,,join_cardinality_20260425T210452Z,-- join_cardinality direct on ekko/ekpo via BANFN,500,,success,,run_join_cardinality_analysis.py,e6f4cc3c3fa0,"ekko,ekpo",cardinality,
DAR-00520,join_cardinality,2026-04-25T21:04:53.085012,"{""t1"":""ekko"",""t2"":""ekpo"",""kind"":""direct"",""bridge_via"":null,""key_columns_t1"":[""EBELN""],""key_columns_t2"":[""EBELN""],""source"":[""shared_name"",""schema_discovery_fk"",""semantic_model_role""],""referential_integrity_pct"":100.0,""sample_size"":500,""sample_saturated"":false,""matched_keys"":500,""matched_keys_ratio"":1.0,""avg_fanout"":1.0,""max_fanout"":1,""stddev_fanout"":0.0,""fanout_class"":""per_record_key"",""source_row_counts"":{""ekko"":2200,""ekpo"":2200},""rationale"":""EBELN avg 1.00x, stddev 0.00; safe per-record join."",""schema_version"":""e6f4cc3c3fa0"",""blockers_addressed"":[]}",false,,,join_cardinality_20260425T210452Z,-- join_cardinality direct on ekko/ekpo via EBELN,500,,success,,run_join_cardinality_analysis.py,e6f4cc3c3fa0,"ekko,ekpo",cardinality,
DAR-00521,join_cardinality,2026-04-25T21:32:29.119293,"{""t1"":""equi"",""t2"":""seri"",""kind"":""direct"",""bridge_via"":null,""key_columns_t1"":[""MATNR""],""key_columns_t2"":[""MATNR""],""source"":[""shared_name"",""schema_discovery_fk"",""semantic_model_role""],""referential_integrity_pct"":100.0,""sample_size"":10,""sample_saturated"":true,""matched_keys"":10,""matched_keys_ratio"":1.0,""avg_fanout"":4500.0,""max_fanout"":22537,""stddev_fanout"":6488.22,""fanout_class"":""catastrophic_fanout"",""source_row_counts"":{""equi"":45000,""seri"":45000},""rationale"":""MATNR shared across 10 distinct values; each expands to ~4500 rows in seri. Classification code, not per-record key."",""schema_version"":""befbb660b746"",""blockers_addressed"":[]}",false,,,join_cardinality_20260425T213229Z,-- join_cardinality direct on equi/seri via MATNR,10,,success,,run_join_cardinality_analysis.py,befbb660b746,"equi,seri",cardinality,
DAR-00522,join_cardinality,2026-04-25T21:32:29.333829,"{""t1"":""equi"",""t2"":""seri"",""kind"":""direct"",""bridge_via"":null,""key_columns_t1"":[""EQUNR""],""key_columns_t2"":[""EQUNR""],""source"":[""shared_name"",""schema_discovery_fk"",""semantic_model_role""],""referential_integrity_pct"":100.0,""sample_size"":500,""sample_saturated"":false,""matched_keys"":500,""matched_keys_ratio"":1.0,""avg_fanout"":1.0,""max_fanout"":1,""stddev_fanout"":0.0,""fanout_class"":""per_record_key"",""source_row_counts"":{""equi"":45000,""seri"":45000},""rationale"":""EQUNR avg 1.00x, stddev 0.00; safe per-record join."",""schema_version"":""befbb660b746"",""blockers_addressed"":[]}",false,,,join_cardinality_20260425T213229Z,-- join_cardinality direct on equi/seri via EQUNR,500,,success,,run_join_cardinality_analysis.py,befbb660b746,"equi,seri",cardinality,
DAR-00523,bridge_coverage_by_filter,2026-04-28T11:59:13.658170,"{""bridge"":{""from_table"":""equi"",""via_table"":null,""to_table"":""mseg"",""via_keys_from_to_mid"":[""MATNR""],""via_keys_mid_to_to"":[],""from_to_mid_to_columns"":[""MATNR""],""schema_discovery_dar_id"":""DAR-00209"",""referential_integrity_pct"":100.0},""filter_column"":{""table"":""mseg"",""column"":""BWART"",""data_type"":""VARCHAR""},""reachable_values"":[{""value"":""201"",""row_count_via_bridge"":373579417},{""value"":""161"",""row_count_via_bridge"":30550794},{""value"":""101"",""row_count_via_bridge"":20230756},{""value"":""122"",""row_count_via_bridge"":9231710}],""all_distinct_values"":[""101"",""122"",""161"",""201""],""unreachable_values"":[],""value_cardinality"":{""all_distinct"":4,""reachable"":4,""unreachable"":0},""evidence_query_sql"":""SELECT t.\""BWART\"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.\""equi\"" f JOIN raw_sap.\""mseg\"" t ON f.\""MATNR\"" = t.\""MATNR\"" WHERE t.\""BWART\"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC"",""measured_at_utc"":""2026-04-28T11:59:13.640519"",""measurement_method"":""group_by_through_fk"",""rationale"":""All 4 BWART values reachable through equi->mseg on MATNR.""}",false,,,bridge_coverage_20260428T115846Z,"SELECT t.""BWART"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.""equi"" f JOIN raw_sap.""mseg"" t ON f.""MATNR"" = t.""MATNR"" WHERE t.""BWART"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC",4,,success,,run_bridge_coverage_analysis.py,06d0088c46e5,"equi,mseg",structural,
DAR-00524,bridge_coverage_by_filter,2026-04-28T11:59:13.886822,"{""bridge"":{""from_table"":""mkpf"",""via_table"":null,""to_table"":""mseg"",""via_keys_from_to_mid"":[""MBLNR""],""via_keys_mid_to_to"":[],""from_to_mid_to_columns"":[""MBLNR""],""schema_discovery_dar_id"":""DAR-00215"",""referential_integrity_pct"":100.0},""filter_column"":{""table"":""mseg"",""column"":""BWART"",""data_type"":""VARCHAR""},""reachable_values"":[{""value"":""201"",""row_count_via_bridge"":27000},{""value"":""161"",""row_count_via_bridge"":2160},{""value"":""101"",""row_count_via_bridge"":2157},{""value"":""122"",""row_count_via_bridge"":648}],""all_distinct_values"":[""101"",""122"",""161"",""201""],""unreachable_values"":[],""value_cardinality"":{""all_distinct"":4,""reachable"":4,""unreachable"":0},""evidence_query_sql"":""SELECT t.\""BWART\"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.\""mkpf\"" f JOIN raw_sap.\""mseg\"" t ON f.\""MBLNR\"" = t.\""MBLNR\"" WHERE t.\""BWART\"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC"",""measured_at_utc"":""2026-04-28T11:59:13.869823"",""measurement_method"":""group_by_through_fk"",""rationale"":""All 4 BWART values reachable through mkpf->mseg on MBLNR.""}",false,,,bridge_coverage_20260428T115846Z,"SELECT t.""BWART"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.""mkpf"" f JOIN raw_sap.""mseg"" t ON f.""MBLNR"" = t.""MBLNR"" WHERE t.""BWART"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC",4,,success,,run_bridge_coverage_analysis.py,67288afb65be,"mkpf,mseg",structural,
DAR-00525,bridge_coverage_by_filter,2026-04-28T11:59:36.388155,"{""bridge"":{""from_table"":""objk"",""via_table"":null,""to_table"":""mseg"",""via_keys_from_to_mid"":[""MATNR""],""via_keys_mid_to_to"":[],""from_to_mid_to_columns"":[""MATNR""],""schema_discovery_dar_id"":""DAR-00211"",""referential_integrity_pct"":100.0},""filter_column"":{""table"":""mseg"",""column"":""BWART"",""data_type"":""VARCHAR""},""reachable_values"":[{""value"":""201"",""row_count_via_bridge"":373579417},{""value"":""161"",""row_count_via_bridge"":30550794},{""value"":""101"",""row_count_via_bridge"":20230756},{""value"":""122"",""row_count_via_bridge"":9231710}],""all_distinct_values"":[""101"",""122"",""161"",""201""],""unreachable_values"":[],""value_cardinality"":{""all_distinct"":4,""reachable"":4,""unreachable"":0},""evidence_query_sql"":""SELECT t.\""BWART\"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.\""objk\"" f JOIN raw_sap.\""mseg\"" t ON f.\""MATNR\"" = t.\""MATNR\"" WHERE t.\""BWART\"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC"",""measured_at_utc"":""2026-04-28T11:59:36.359741"",""measurement_method"":""group_by_through_fk"",""rationale"":""All 4 BWART values reachable through objk->mseg on MATNR.""}",false,,,bridge_coverage_20260428T115846Z,"SELECT t.""BWART"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.""objk"" f JOIN raw_sap.""mseg"" t ON f.""MATNR"" = t.""MATNR"" WHERE t.""BWART"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC",4,,success,,run_bridge_coverage_analysis.py,53831832ac37,"mseg,objk",structural,
DAR-00526,bridge_coverage_by_filter,2026-04-28T11:59:53.452467,"{""bridge"":{""from_table"":""seri"",""via_table"":null,""to_table"":""mseg"",""via_keys_from_to_mid"":[""MATNR""],""via_keys_mid_to_to"":[],""from_to_mid_to_columns"":[""MATNR""],""schema_discovery_dar_id"":""DAR-00214"",""referential_integrity_pct"":100.0},""filter_column"":{""table"":""mseg"",""column"":""BWART"",""data_type"":""VARCHAR""},""reachable_values"":[{""value"":""201"",""row_count_via_bridge"":373579417},{""value"":""161"",""row_count_via_bridge"":30550794},{""value"":""101"",""row_count_via_bridge"":20230756},{""value"":""122"",""row_count_via_bridge"":9231710}],""all_distinct_values"":[""101"",""122"",""161"",""201""],""unreachable_values"":[],""value_cardinality"":{""all_distinct"":4,""reachable"":4,""unreachable"":0},""evidence_query_sql"":""SELECT t.\""BWART\"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.\""seri\"" f JOIN raw_sap.\""mseg\"" t ON f.\""MATNR\"" = t.\""MATNR\"" WHERE t.\""BWART\"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC"",""measured_at_utc"":""2026-04-28T11:59:53.438627"",""measurement_method"":""group_by_through_fk"",""rationale"":""All 4 BWART values reachable through seri->mseg on MATNR.""}",false,,,bridge_coverage_20260428T115846Z,"SELECT t.""BWART"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.""seri"" f JOIN raw_sap.""mseg"" t ON f.""MATNR"" = t.""MATNR"" WHERE t.""BWART"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC",4,,success,,run_bridge_coverage_analysis.py,2f56bbc8af3c,"mseg,seri",structural,
DAR-00527,bridge_coverage_by_filter,2026-04-28T11:59:53.562616,"{""bridge"":{""from_table"":""seri"",""via_table"":null,""to_table"":""mseg"",""via_keys_from_to_mid"":[""MBLNR""],""via_keys_mid_to_to"":[],""from_to_mid_to_columns"":[""MBLNR""],""schema_discovery_dar_id"":""DAR-00214"",""referential_integrity_pct"":100.0},""filter_column"":{""table"":""mseg"",""column"":""BWART"",""data_type"":""VARCHAR""},""reachable_values"":[{""value"":""101"",""row_count_via_bridge"":45000}],""all_distinct_values"":[""101"",""122"",""161"",""201""],""unreachable_values"":[""122"",""161"",""201""],""value_cardinality"":{""all_distinct"":4,""reachable"":1,""unreachable"":3},""evidence_query_sql"":""SELECT t.\""BWART\"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.\""seri\"" f JOIN raw_sap.\""mseg\"" t ON f.\""MBLNR\"" = t.\""MBLNR\"" WHERE t.\""BWART\"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC"",""measured_at_utc"":""2026-04-28T11:59:53.545068"",""measurement_method"":""group_by_through_fk"",""rationale"":""1 of 4 BWART values reachable through seri->mseg on MBLNR; 3 unreachable. SQL filtering on an unreachable value will return 0 rows.""}",false,,,bridge_coverage_20260428T115846Z,"SELECT t.""BWART"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.""seri"" f JOIN raw_sap.""mseg"" t ON f.""MBLNR"" = t.""MBLNR"" WHERE t.""BWART"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC",1,,success,,run_bridge_coverage_analysis.py,2f56bbc8af3c,"mseg,seri",structural,
DAR-00528,bridge_coverage_by_filter,2026-04-28T12:00:39.928689,"{""bridge"":{""from_table"":""seri"",""via_table"":null,""to_table"":""mseg"",""via_keys_from_to_mid"":[""ZEILE""],""via_keys_mid_to_to"":[],""from_to_mid_to_columns"":[""ZEILE""],""schema_discovery_dar_id"":""DAR-00214"",""referential_integrity_pct"":100.0},""filter_column"":{""table"":""mseg"",""column"":""BWART"",""data_type"":""VARCHAR""},""reachable_values"":[{""value"":""201"",""row_count_via_bridge"":1215000000},{""value"":""161"",""row_count_via_bridge"":97200000},{""value"":""101"",""row_count_via_bridge"":97065000},{""value"":""122"",""row_count_via_bridge"":29160000}],""all_distinct_values"":[""101"",""122"",""161"",""201""],""unreachable_values"":[],""value_cardinality"":{""all_distinct"":4,""reachable"":4,""unreachable"":0},""evidence_query_sql"":""SELECT t.\""BWART\"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.\""seri\"" f JOIN raw_sap.\""mseg\"" t ON f.\""ZEILE\"" = t.\""ZEILE\"" WHERE t.\""BWART\"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC"",""measured_at_utc"":""2026-04-28T12:00:39.914813"",""measurement_method"":""group_by_through_fk"",""rationale"":""All 4 BWART values reachable through seri->mseg on ZEILE.""}",false,,,bridge_coverage_20260428T115846Z,"SELECT t.""BWART"" AS value, COUNT(*) AS row_count_via_bridge FROM raw_sap.""seri"" f JOIN raw_sap.""mseg"" t ON f.""ZEILE"" = t.""ZEILE"" WHERE t.""BWART"" IS NOT NULL GROUP BY 1 ORDER BY 2 DESC",4,,success,,run_bridge_coverage_analysis.py,2f56bbc8af3c,"mseg,seri",structural,
DAR-00529,grain_relationship,2026-04-28T21:29:55Z,"{""skip_reason"": ""no shared numeric columns between tables"", ""blockers_addressed"": []}",false,,,"grain_relationship_skipped_2026-04-28T21-29-55Z_equi,seri",-- skipped: no shared numeric columns between tables,0,,skipped,,run_grain_relationship_analysis.py,befbb660b746,"equi,seri",grain,
DAR-00530,grain_relationship,2026-04-28T21:30:01Z,"{""skip_reason"": ""no shared numeric columns between tables"", ""blockers_addressed"": []}",false,,,"grain_relationship_skipped_2026-04-28T21-30-01Z_mkpf,seri",-- skipped: no shared numeric columns between tables,0,,skipped,,run_grain_relationship_analysis.py,813e74c818e4,"mkpf,seri",grain,
DAR-00531,grain_relationship,2026-04-28T21:30:06Z,"{""skip_reason"": ""no shared numeric columns between tables"", ""blockers_addressed"": []}",false,,,"grain_relationship_skipped_2026-04-28T21-30-06Z_mseg,seri",-- skipped: no shared numeric columns between tables,0,,skipped,,run_grain_relationship_analysis.py,2f56bbc8af3c,"mseg,seri",grain,
DAR-00532,grain_relationship,2026-04-28T21:30:11Z,"{""skip_reason"": ""no shared numeric columns between tables"", ""blockers_addressed"": []}",false,,,"grain_relationship_skipped_2026-04-28T21-30-11Z_objk,seri",-- skipped: no shared numeric columns between tables,0,,skipped,,run_grain_relationship_analysis.py,545d95538a01,"objk,seri",grain,
DAR-00533,code_tables,2026-04-28T21:50:53Z,"{""code_column"":""MJAHR"",""description_source_used"":""none"",""description_source_reason"":""No description source available in the static layer for MJAHR codes - the movement_type_mapping is for BWART codes, t156 is absent, no matching convention-discovered decoders for MJAHR, and sap_data_dictionary contains field metadata but not code-level descriptions."",""used_join_not_case"":false,""case_statement_detected"":false,""llm_self_attestation_mismatch"":false,""mappings"":[{""code"":""2025"",""description"":null,""description_source"":""none"",""count"":18258},{""code"":""2024"",""description"":null,""description_source"":""none"",""count"":10764},{""code"":""2026"",""description"":null,""description_source"":""none"",""count"":2943}],""total_rows"":31965,""distinct_sources_in_output"":[""none""],""rows_with_source_none"":3,""rows_with_null_description"":3,""rationale"":""MJAHR is the only dimension-role column that represents SAP codes (fiscal year codes) suitable for code tables analysis, as opposed to USNAM (user names) and XBLNR (external document references) which are more identifier-like."",""bundle_fingerprint"":""efd4482d0607eca3"",""blockers_addressed"":[],""blockers_contract_violation"":false,""blockers_contract_violation_reason"":""""}",false,,,RUN-20260428215053,"SELECT
    CAST(s.""MJAHR"" AS VARCHAR) AS code,
    NULL                               AS description,
    'none'                             AS description_source,
    COUNT(*)                           AS cnt
  FROM raw_sap.mkpf s
 GROUP BY s.""MJAHR""
 ORDER BY cnt DESC",3,,success,,guided_analysis_llm,09327bb953b1,mkpf,,
DAR-00534,code_tables,2026-04-28T21:51:11Z,"{""code_column"":""BWART"",""description_source_used"":""movement_type_mapping"",""description_source_reason"":""The static layer contains main_seeds.movement_type_mapping with movement_type as join key matching BWART, providing rich descriptions including description_en, direction, process_step, and affects_stock fields."",""used_join_not_case"":true,""case_statement_detected"":false,""llm_self_attestation_mismatch"":false,""mappings"":[{""code"":""201"",""description"":""Goods Issue for Cost Center"",""description_source"":""movement_type_mapping"",""count"":27000},{""code"":""161"",""description"":""Return from Customer"",""description_source"":""movement_type_mapping"",""count"":2160},{""code"":""101"",""description"":""Goods Receipt for PO"",""description_source"":""movement_type_mapping"",""count"":2157},{""code"":""122"",""description"":""Return to Vendor"",""description_source"":""movement_type_mapping"",""count"":648}],""total_rows"":31965,""distinct_sources_in_output"":[""movement_type_mapping""],""rows_with_source_none"":0,""rows_with_null_description"":0,""rationale"":""BWART is identified as a dimension role with high confidence in source_column_roles and represents SAP movement type codes - a classic categorical code dimension with low cardinality (4 distinct values) that maps to standard SAP business processes."",""bundle_fingerprint"":""b75a13b6c87bd73e"",""blockers_addressed"":[],""blockers_contract_violation"":false,""blockers_contract_violation_reason"":""""}",false,,,RUN-20260428215111,"SELECT
    CAST(s.""BWART"" AS VARCHAR) AS code,
    d.description_en                   AS description,
    'movement_type_mapping'            AS description_source,
    COUNT(*)                           AS cnt
  FROM raw_sap.mseg s
  LEFT JOIN main_seeds.movement_type_mapping d
    ON d.movement_type = CAST(s.""BWART"" AS INTEGER)
 GROUP BY s.""BWART"", d.description_en
 ORDER BY cnt DESC",4,,success,,guided_analysis_llm,5f757af2342b,mseg,,
DAR-00535,magnitude,2026-04-28T21:51:26Z,"{""grouping_dimension"":""OBTYP"",""measure"":""COUNT(*)"",""aggregation"":""COUNT"",""top_n"":[{""dim_value"":""E"",""description"":null,""measure_total"":45000.0,""row_count"":45000,""pct"":1.0}],""total_rows"":45000,""measure_total_top_n"":45000.0,""null_filter_applied"":false,""shape_claimed"":""A"",""shape_observed"":""A"",""code_tables_consumed"":false,""rationale"":""OBTYP is the only dimension-role column available, representing object type categories which is business-meaningful for understanding object distribution patterns, though currently all 45,000 records have uniform value 'E' (equipment objects)."",""bundle_fingerprint"":""ba44011d9f9cba1e"",""measure_source"":""heuristic"",""roles_validated"":{""measure_role"":""unknown"",""dimension_role"":""dimension"",""both_valid"":false},""blockers_addressed"":[{""term_id"":""BG027"",""short_title"":""BWART movement type semantics unclear"",""status"":""cannot_address_from_this_table_alone"",""evidence"":""The concern requires analysis of BWART movement types from MSEG table to distinguish CPE deployment states, but OBJK is an object management cross-reference table that contains no BWART column or movement type information.""}],""blockers_contract_violation"":false,""blockers_contract_violation_reason"":""""}",false,,,RUN-20260428215126,"SELECT CAST(""OBTYP"" AS VARCHAR) AS dim_value, COUNT(*) AS measure_total, COUNT(*) AS row_count FROM raw_sap.objk GROUP BY ""OBTYP"" ORDER BY measure_total DESC LIMIT 10",1,,success,,guided_analysis_llm,82aacdd5006a,objk,,
DAR-00536,performance_baseline,2026-04-28T21:51:26Z,"{""col_name"":""OBZAE"",""min"":1.0,""max"":1.0,""avg"":1.0,""stddev"":0.0,""p25"":1.0,""p75"":1.0,""blockers_addressed"":[]}",false,,,performance_baseline_20260428T215126Z_objk,-- performance_baseline aggregation on raw_sap.objk.OBZAE,,,success,,run_magnitude_analysis.py,82aacdd5006a,objk,baseline,
DAR-00537,join_cardinality,2026-04-28T21:55:42.299444,"{""t1"":""mseg"",""t2"":""seri"",""kind"":""direct"",""bridge_via"":null,""key_columns_t1"":[""MATNR""],""key_columns_t2"":[""MATNR""],""source"":[""shared_name"",""schema_discovery_fk"",""semantic_model_role""],""referential_integrity_pct"":100.0,""sample_size"":10,""sample_saturated"":true,""matched_keys"":10,""matched_keys_ratio"":1.0,""avg_fanout"":4500.0,""max_fanout"":22537,""stddev_fanout"":6488.22,""fanout_class"":""catastrophic_fanout"",""source_row_counts"":{""mseg"":31965,""seri"":45000},""rationale"":""MATNR shared across 10 distinct values; each expands to ~4500 rows in seri. Classification code, not per-record key."",""schema_version"":""2f56bbc8af3c"",""blockers_addressed"":[]}",false,,,join_cardinality_20260428T215542Z,-- join_cardinality direct on mseg/seri via MATNR,10,,success,,run_join_cardinality_analysis.py,2f56bbc8af3c,"mseg,seri",cardinality,
DAR-00538,join_cardinality,2026-04-28T21:55:42.498614,"{""t1"":""mseg"",""t2"":""seri"",""kind"":""direct"",""bridge_via"":null,""key_columns_t1"":[""MBLNR""],""key_columns_t2"":[""MBLNR""],""source"":[""shared_name"",""schema_discovery_fk"",""semantic_model_role""],""referential_integrity_pct"":100.0,""sample_size"":500,""sample_saturated"":false,""matched_keys"":35,""matched_keys_ratio"":0.07,""avg_fanout"":1.4,""max_fanout"":37,""stddev_fanout"":5.85,""fanout_class"":""no_signal"",""source_row_counts"":{""mseg"":31965,""seri"":45000},""rationale"":""MBLNR matched only 35/500 sampled keys between mseg and seri; integrity is structural, data is empty/aspirational."",""schema_version"":""2f56bbc8af3c"",""blockers_addressed"":[]}",false,,,join_cardinality_20260428T215542Z,-- join_cardinality direct on mseg/seri via MBLNR,500,,success,,run_join_cardinality_analysis.py,2f56bbc8af3c,"mseg,seri",cardinality,
DAR-00539,join_cardinality,2026-04-28T21:55:42.593491,"{""t1"":""mseg"",""t2"":""seri"",""kind"":""direct"",""bridge_via"":null,""key_columns_t1"":[""ZEILE""],""key_columns_t2"":[""ZEILE""],""source"":[""shared_name"",""schema_discovery_fk"",""semantic_model_role""],""referential_integrity_pct"":100.0,""sample_size"":1,""sample_saturated"":true,""matched_keys"":1,""matched_keys_ratio"":1.0,""avg_fanout"":45000.0,""max_fanout"":45000,""stddev_fanout"":0.0,""fanout_class"":""catastrophic_fanout"",""source_row_counts"":{""mseg"":31965,""seri"":45000},""rationale"":""ZEILE shared across 1 distinct values; each expands to ~45000 rows in seri. Classification code, not per-record key."",""schema_version"":""2f56bbc8af3c"",""blockers_addressed"":[]}",false,,,join_cardinality_20260428T215542Z,-- join_cardinality direct on mseg/seri via ZEILE,1,,success,,run_join_cardinality_analysis.py,2f56bbc8af3c,"mseg,seri",cardinality,
DAR-00540,join_cardinality,2026-04-28T21:56:44.087343,"{""t1"":""mseg"",""t2"":""seri"",""kind"":""bridge"",""bridge_via"":""bseg"",""key_columns_t1"":[""MATNR""],""key_columns_t2"":[""MATNR""],""source"":[""schema_discovery_fk"",""semantic_model_role"",""shared_name""],""referential_integrity_pct"":null,""sample_size"":10,""sample_saturated"":true,""matched_keys"":10,""matched_keys_ratio"":1.0,""avg_fanout"":86718535.4,""max_fanout"":702252920,""stddev_fanout"":207274671.12,""fanout_class"":""catastrophic_fanout"",""source_row_counts"":{""mseg"":31965,""seri"":45000},""rationale"":""Bridge mseg->bseg->seri on MATNR fans out avg 86718535.4x (max 702252920). Cartesian risk; not a viable bridge."",""schema_version"":""2f56bbc8af3c"",""blockers_addressed"":[],""bridge_keys_left"":[""MATNR""],""bridge_keys_right"":[""MATNR""]}",false,,,join_cardinality_20260428T215542Z,-- join_cardinality bridge on mseg/seri via MATNR through bseg,10,,success,,run_join_cardinality_analysis.py,2f56bbc8af3c,"mseg,seri",cardinality,
DAR-00541,join_cardinality,2026-04-28T21:56:46.340733,"{""t1"":""mseg"",""t2"":""seri"",""kind"":""bridge"",""bridge_via"":""eban"",""key_columns_t1"":[""MATNR""],""key_columns_t2"":[""MATNR""],""source"":[""schema_discovery_fk"",""semantic_model_role"",""shared_name""],""referential_integrity_pct"":null,""sample_size"":10,""sample_saturated"":true,""matched_keys"":10,""matched_keys_ratio"":1.0,""avg_fanout"":2340196.0,""max_fanout"":16249177,""stddev_fanout"":4792364.47,""fanout_class"":""catastrophic_fanout"",""source_row_counts"":{""mseg"":31965,""seri"":45000},""rationale"":""Bridge mseg->eban->seri on MATNR fans out avg 2340196.0x (max 16249177). Cartesian risk; not a viable bridge."",""schema_version"":""2f56bbc8af3c"",""blockers_addressed"":[],""bridge_keys_left"":[""MATNR""],""bridge_keys_right"":[""MATNR""]}",false,,,join_cardinality_20260428T215542Z,-- join_cardinality bridge on mseg/seri via MATNR through eban,10,,success,,run_join_cardinality_analysis.py,2f56bbc8af3c,"mseg,seri",cardinality,
